Date,Card Number,Card Name,Total Pop,PSA 10,PSA 9
2026-04-12,138,Energy Charge 1st Edition,113,74,26
2026-04-12,139,Energy Ark 1st Edition,163,96,47
2026-04-12,140,Energy Restore 1st Edition,123,76,38
2026-04-12,141,Master Ball 1st Edition,159,93,47
2026-04-12,142,Rocket's Tyranitar-Holo 1st Edition,"1,295",432,363
2026-04-12,N/A,Darkness Energy-Holo,989,412,419
2026-04-12,N/A,Fighting Energy,91,54,26
2026-04-12,N/A,Fire Energy,87,62,16
2026-04-12,N/A,Grass Energy,97,61,33
2026-04-12,N/A,Lightning Energy,84,58,17
2026-04-12,N/A,Metal Energy-Holo,742,368,279
2026-04-12,N/A,Psychic Energy,97,63,25
2026-04-12,N/A,Rainbow Energy-Holo,870,308,368
2026-04-12,N/A,Water Energy,88,62,19
2026-04-13,,TOTAL POPULATION,"52,661","24,584","17,183"
2026-04-13,001,Falkner's Pidgeot 1st Edition,283,101,111
2026-04-13,002,Falkner's Fearow 1st Edition,349,135,135
2026-04-13,003,Falkner's Farfetch'd 1st Edition,266,122,113
2026-04-13,004,Falkner's Dodrio 1st Edition,234,123,84
2026-04-13,005,Falkner's Togetic 1st Edition,312,169,108
2026-04-13,006,Falkner's Delibird 1st Edition,279,127,116
2026-04-13,007,Falkner's Skarmory-Holo 1st Edition,678,266,239
2026-04-13,008,Bugsy's Butterfree 1st Edition,194,104,53
2026-04-13,009,Bugsy's Beedrill 1st Edition,190,105,64
2026-04-13,010,Bugsy's Pinsir 1st Edition,192,100,65
2026-04-13,011,Bugsy's Ledian 1st Edition,178,95,69
2026-04-13,012,Bugsy's Yanma 1st Edition,313,175,101
2026-04-13,013,Bugsy's Scizor-Holo 1st Edition,"1,034",315,411
2026-04-13,014,Whitney's Clefable 1st Edition,271,160,82
2026-04-13,015,Whitney's Wigglytuff 1st Edition,286,169,81
2026-04-13,016,Whitney's Persian 1st Edition,256,159,68
2026-04-13,017,Whitney's Lickitung 1st Edition,258,150,76
2026-04-13,018,Whitney's Furret 1st Edition,403,219,140
2026-04-13,019,Whitney's Miltank 1st Edition,254,114,105
2026-04-13,020,Morty's Ninetales 1st Edition,365,193,120
2026-04-13,021,Morty's Gengar 1st Edition,"1,021",412,325
2026-04-13,022,Morty's Hypno 1st Edition,430,267,106
2026-04-13,023,Morty's Marowak 1st Edition,201,115,64
2026-04-13,024,Morty's Noctowl 1st Edition,277,172,74
2026-04-13,025,Morty's Murkrow-Holo 1st Edition,699,305,235
2026-04-13,026,Morty's Misdreavus 1st Edition,251,123,87
2026-04-13,027,Jasmine's Raichu 1st Edition,779,447,230
2026-04-13,028,Jasmine's Magneton 1st Edition,249,126,95
2026-04-13,029,Jasmine's Electabuzz 1st Edition,259,150,80
2026-04-13,030,Jasmine's Jolteon 1st Edition,554,289,164
2026-04-13,031,Jasmine's Ampharos 1st Edition,330,191,103
2026-04-13,032,Jasmine's Steelix-Holo 1st Edition,813,262,357
2026-04-13,033,Chuck's Primeape 1st Edition,169,112,37
2026-04-13,034,Chuck's Poliwrath 1st Edition,197,121,49
2026-04-13,035,Chuck's Rhydon 1st Edition,182,114,50
2026-04-13,036,Chuck's Tauros 1st Edition,258,161,73
2026-04-13,037,Chuck's Granbull 1st Edition,238,157,63
2026-04-13,038,Chuck's Donphan 1st Edition,360,212,110
2026-04-13,039,Pryce's Dewgong 1st Edition,238,128,86
2026-04-13,040,Pryce's Cloyster 1st Edition,406,249,110
2026-04-13,041,Pryce's Lapras,172,48,60
2026-04-13,041,Pryce's Lapras 1st Edition,292,156,95
2026-04-13,042,Pryce's Articuno 1st Edition,414,223,126
2026-04-13,043,Pryce's Sneasel-Holo 1st Edition,662,338,161
2026-04-13,044,Pryce's Piloswine 1st Edition,184,96,71
2026-04-13,045,Pryce's Delibird 1st Edition,202,99,74
2026-04-13,046,Clair's Blastoise 1st Edition,704,317,247
2026-04-13,047,Clair's Jynx 1st Edition,215,113,74
2026-04-13,048,Clair's Gyarados 1st Edition,495,244,164
2026-04-13,049,Clair's Dragonite 1st Edition,935,399,336
2026-04-13,050,Clair's Politoed 1st Edition,221,127,68
2026-04-13,051,Clair's Mantine 1st Edition,382,216,125
2026-04-13,052,Clair's Kingdra 1st Edition,207,109,67
2026-04-13,053,LT. Surge's Raichu 1st Edition,478,241,155
2026-04-13,054,LT. Surge's Lanturn 1st Edition,199,93,85
2026-04-13,055,Sabrina's Xatu 1st Edition,191,101,69
2026-04-13,056,Sabrina's Espeon 1st Edition,755,365,235
2026-04-13,057,Misty's Lapras 1st Edition,330,172,106
2026-04-13,058,Misty's Quagsire 1st Edition,236,134,73
2026-04-13,059,Erika's Bellossom 1st Edition,190,106,62
2026-04-13,060,Erika's Jumpluff 1st Edition,174,99,55
2026-04-13,061,Janine's Beedrill 1st Edition,376,232,112
2026-04-13,062,Janine's Arbok 1st Edition,177,96,55
2026-04-13,063,Janine's Venomoth 1st Edition,172,100,56
2026-04-13,064,Janine's Weezing 1st Edition,160,91,50
2026-04-13,065,Janine's Ariados 1st Edition,165,85,62
2026-04-13,066,Janine's Crobat 1st Edition,218,130,71
2026-04-13,067,Janine's Shuckle 1st Edition,204,129,55
2026-04-13,068,Brock's Omastar 1st Edition,188,109,57
2026-04-13,069,Brock's Kabutops 1st Edition,207,113,61
2026-04-13,070,Blaine's Typhlosion 1st Edition,538,253,179
2026-04-13,071,Blaine's Magcargo 1st Edition,228,129,68
2026-04-13,072,Will's Slowbro 1st Edition,279,169,82
2026-04-13,073,Will's Exeggutor 1st Edition,186,124,50
2026-04-13,074,Will's Jynx 1st Edition,232,143,72
2026-04-13,075,Will's Xatu 1st Edition,161,109,39
2026-04-13,076,Will's Espeon 1st Edition,571,273,196
2026-04-13,077,Will's Slowking 1st Edition,275,153,85
2026-04-13,078,Will's Girafarig 1st Edition,321,224,78
2026-04-13,079,Koga's Crobat 1st Edition,217,126,65
2026-04-13,080,Koga's Forretress 1st Edition,167,100,45
2026-04-13,081,Bruno's Machamp 1st Edition,208,117,63
2026-04-13,082,Bruno's Hitmonlee 1st Edition,182,105,53
2026-04-13,083,Bruno's Hitmonchan 1st Edition,407,258,118
2026-04-13,084,Bruno's Steelix-Holo 1st Edition,721,256,275
2026-04-13,085,Bruno's Ursaring 1st Edition,260,169,74
2026-04-13,086,Bruno's Hitmontop 1st Edition,175,103,59
2026-04-13,087,Karen's Rapidash 1st Edition,426,266,118
2026-04-13,088,Karen's Magmar 1st Edition,264,140,82
2026-04-13,089,Karen's Flareon 1st Edition,632,330,208
2026-04-13,090,Karen's Tyranitar-Holo 1st Edition,"1,318",586,342
2026-04-13,091,Karen's Umbreon-Holo 1st Edition,"3,271",906,897
2026-04-13,092,Karen's Houndoom 1st Edition,493,231,181
2026-04-13,093,Rocket's Wobbuffet-Holo 1st Edition,789,295,296
2026-04-13,094,Rocket's Raikou-Holo 1st Edition,"1,053",475,311
2026-04-13,095,Rocket's Entei-Holo 1st Edition,"1,183",364,478
2026-04-13,096,Rocket's Suicune-Holo 1st Edition,"1,107",464,338
2026-04-13,097,Lance's Charizard 1st Edition,"1,993",686,600
2026-04-13,098,Lance's Gyarados 1st Edition,794,343,262
2026-04-13,099,Lance's Aerodactyl 1st Edition,482,211,186
2026-04-13,100,Lance's Dragonite 1st Edition,"1,086",479,377
2026-04-13,101,Lance's Ampharos 1st Edition,481,261,146
2026-04-13,102,Lance's Kingdra 1st Edition,418,198,148
2026-04-13,103,Falkner's TM 01 1st Edition,72,31,29
2026-04-13,104,Falkner's TM 02 1st Edition,53,15,23
2026-04-13,105,Bugsy's TM 01 1st Edition,67,35,25
2026-04-13,106,Bugsy's TM 02 1st Edition,53,21,19
2026-04-13,107,Whitney's TM 01 1st Edition,69,25,30
2026-04-13,108,Whitney's TM 02 1st Edition,63,28,22
2026-04-13,109,Morty's TM 01 1st Edition,51,22,18
2026-04-13,110,Morty's TM 02 1st Edition,55,21,16
2026-04-13,111,Jasmine's TM 01 1st Edition,68,25,30
2026-04-13,112,Jasmine's TM 02 1st Edition,51,23,16
2026-04-13,113,Chuck's TM 01 1st Edition,57,22,19
2026-04-13,114,Chuck's TM 02 1st Edition,58,14,26
2026-04-13,115,Pryce's TM 01 1st Edition,59,24,23
2026-04-13,116,Pryce's TM 02 1st Edition,55,22,17
2026-04-13,117,Clair's TM 01 1st Edition,80,37,29
2026-04-13,118,Clair's TM 02 1st Edition,73,8,38
2026-04-13,119,Janine's TM 01 1st Edition,66,25,25
2026-04-13,120,Janine's TM 02 1st Edition,44,9,22
2026-04-13,121,Will's TM 01 1st Edition,57,22,22
2026-04-13,122,Will's TM 02 1st Edition,47,23,13
2026-04-13,123,Bruno's TM 01 1st Edition,46,17,21
2026-04-13,124,Bruno's TM 02 1st Edition,47,13,15
2026-04-13,125,Karen's TM 01 1st Edition,78,24,42
2026-04-13,126,Karen's TM 02 1st Edition,74,17,35
2026-04-13,127,Rocket's TM 01 1st Edition,45,14,13
2026-04-13,128,Lance's TM 01 1st Edition,72,15,30
2026-04-13,129,Lance's TM 02 1st Edition,64,10,26
2026-04-13,130,Potion 1st Edition,153,76,51
2026-04-13,131,Moo-Moo Milk 1st Edition,151,87,42
2026-04-13,132,Full Heal 1st Edition,128,82,29
2026-04-13,133,Pokemon Reverse 1st Edition,126,66,44
2026-04-13,134,Switch 1st Edition,154,103,39
2026-04-13,135,Warp Point 1st Edition,120,77,33
2026-04-13,136,Super Scoop Up 1st Edition,145,85,46
2026-04-13,137,Energy Flow 1st Edition,133,86,35
2026-04-13,138,Energy Charge 1st Edition,113,74,26
2026-04-13,139,Energy Ark 1st Edition,163,96,47
2026-04-13,140,Energy Restore 1st Edition,123,76,38
2026-04-13,141,Master Ball 1st Edition,159,93,47
2026-04-13,142,Rocket's Tyranitar-Holo 1st Edition,"1,295",432,363
2026-04-13,N/A,Darkness Energy-Holo,989,412,419
2026-04-13,N/A,Fighting Energy,91,54,26
2026-04-13,N/A,Fire Energy,87,62,16
2026-04-13,N/A,Grass Energy,97,61,33
2026-04-13,N/A,Lightning Energy,84,58,17
2026-04-13,N/A,Metal Energy-Holo,742,368,279
2026-04-13,N/A,Psychic Energy,97,63,25
2026-04-13,N/A,Rainbow Energy-Holo,870,308,368
2026-04-13,N/A,Water Energy,88,62,19
2026-04-14,,TOTAL POPULATION,"52,762","24,610","17,217"
2026-04-14,001,Falkner's Pidgeot 1st Edition,283,101,111
2026-04-14,002,Falkner's Fearow 1st Edition,349,135,135
2026-04-14,003,Falkner's Farfetch'd 1st Edition,266,122,113
2026-04-14,004,Falkner's Dodrio 1st Edition,234,123,84
2026-04-14,005,Falkner's Togetic 1st Edition,313,169,108
2026-04-14,006,Falkner's Delibird 1st Edition,279,127,116
2026-04-14,007,Falkner's Skarmory-Holo 1st Edition,678,266,239
2026-04-14,008,Bugsy's Butterfree 1st Edition,195,104,53
2026-04-14,009,Bugsy's Beedrill 1st Edition,191,106,64
2026-04-14,010,Bugsy's Pinsir 1st Edition,193,101,65
2026-04-14,011,Bugsy's Ledian 1st Edition,179,96,69
2026-04-14,012,Bugsy's Yanma 1st Edition,314,175,101
2026-04-14,013,Bugsy's Scizor-Holo 1st Edition,"1,034",315,411
2026-04-14,014,Whitney's Clefable 1st Edition,272,160,82
2026-04-14,015,Whitney's Wigglytuff 1st Edition,287,170,81
2026-04-14,016,Whitney's Persian 1st Edition,259,160,70
2026-04-14,017,Whitney's Lickitung 1st Edition,259,150,76
2026-04-14,018,Whitney's Furret 1st Edition,404,220,140
2026-04-14,019,Whitney's Miltank 1st Edition,255,115,105
2026-04-14,020,Morty's Ninetales 1st Edition,366,193,120
2026-04-14,021,Morty's Gengar 1st Edition,"1,022",413,325
2026-04-14,022,Morty's Hypno 1st Edition,432,268,106
2026-04-14,023,Morty's Marowak 1st Edition,204,117,64
2026-04-14,024,Morty's Noctowl 1st Edition,279,172,75
2026-04-14,025,Morty's Murkrow-Holo 1st Edition,699,305,235
2026-04-14,026,Morty's Misdreavus 1st Edition,252,123,87
2026-04-14,027,Jasmine's Raichu 1st Edition,782,448,231
2026-04-14,028,Jasmine's Magneton 1st Edition,250,126,96
2026-04-14,029,Jasmine's Electabuzz 1st Edition,259,150,80
2026-04-14,030,Jasmine's Jolteon 1st Edition,557,289,166
2026-04-14,031,Jasmine's Ampharos 1st Edition,331,191,103
2026-04-14,032,Jasmine's Steelix-Holo 1st Edition,814,262,358
2026-04-14,033,Chuck's Primeape 1st Edition,169,112,37
2026-04-14,034,Chuck's Poliwrath 1st Edition,198,121,50
2026-04-14,035,Chuck's Rhydon 1st Edition,183,114,51
2026-04-14,036,Chuck's Tauros 1st Edition,259,161,73
2026-04-14,037,Chuck's Granbull 1st Edition,239,157,64
2026-04-14,038,Chuck's Donphan 1st Edition,361,213,110
2026-04-14,039,Pryce's Dewgong 1st Edition,238,128,86
2026-04-14,040,Pryce's Cloyster 1st Edition,406,249,110
2026-04-14,041,Pryce's Lapras,172,48,60
2026-04-14,041,Pryce's Lapras 1st Edition,292,156,95
2026-04-14,042,Pryce's Articuno 1st Edition,414,223,126
2026-04-14,043,Pryce's Sneasel-Holo 1st Edition,662,338,161
2026-04-14,044,Pryce's Piloswine 1st Edition,184,96,71
2026-04-14,045,Pryce's Delibird 1st Edition,203,99,75
2026-04-14,046,Clair's Blastoise 1st Edition,704,317,247
2026-04-14,047,Clair's Jynx 1st Edition,215,113,74
2026-04-14,048,Clair's Gyarados 1st Edition,496,244,164
2026-04-14,049,Clair's Dragonite 1st Edition,937,399,338
2026-04-14,050,Clair's Politoed 1st Edition,221,127,68
2026-04-14,051,Clair's Mantine 1st Edition,382,216,125
2026-04-14,052,Clair's Kingdra 1st Edition,207,109,67
2026-04-14,053,LT. Surge's Raichu 1st Edition,482,242,157
2026-04-14,054,LT. Surge's Lanturn 1st Edition,200,93,85
2026-04-14,055,Sabrina's Xatu 1st Edition,193,101,71
2026-04-14,056,Sabrina's Espeon 1st Edition,757,366,236
2026-04-14,057,Misty's Lapras 1st Edition,332,173,106
2026-04-14,058,Misty's Quagsire 1st Edition,236,134,73
2026-04-14,059,Erika's Bellossom 1st Edition,191,107,62
2026-04-14,060,Erika's Jumpluff 1st Edition,174,99,55
2026-04-14,061,Janine's Beedrill 1st Edition,376,232,112
2026-04-14,062,Janine's Arbok 1st Edition,178,96,56
2026-04-14,063,Janine's Venomoth 1st Edition,172,100,56
2026-04-14,064,Janine's Weezing 1st Edition,162,91,51
2026-04-14,065,Janine's Ariados 1st Edition,166,85,62
2026-04-14,066,Janine's Crobat 1st Edition,218,130,71
2026-04-14,067,Janine's Shuckle 1st Edition,205,129,55
2026-04-14,068,Brock's Omastar 1st Edition,189,110,57
2026-04-14,069,Brock's Kabutops 1st Edition,208,113,62
2026-04-14,070,Blaine's Typhlosion 1st Edition,540,253,180
2026-04-14,071,Blaine's Magcargo 1st Edition,229,129,68
2026-04-14,072,Will's Slowbro 1st Edition,280,170,82
2026-04-14,073,Will's Exeggutor 1st Edition,189,125,51
2026-04-14,074,Will's Jynx 1st Edition,233,143,73
2026-04-14,075,Will's Xatu 1st Edition,161,109,39
2026-04-14,076,Will's Espeon 1st Edition,573,274,197
2026-04-14,077,Will's Slowking 1st Edition,276,153,85
2026-04-14,078,Will's Girafarig 1st Edition,323,224,79
2026-04-14,079,Koga's Crobat 1st Edition,219,127,66
2026-04-14,080,Koga's Forretress 1st Edition,168,100,46
2026-04-14,081,Bruno's Machamp 1st Edition,209,117,63
2026-04-14,082,Bruno's Hitmonlee 1st Edition,182,105,53
2026-04-14,083,Bruno's Hitmonchan 1st Edition,407,258,118
2026-04-14,084,Bruno's Steelix-Holo 1st Edition,721,256,275
2026-04-14,085,Bruno's Ursaring 1st Edition,260,169,74
2026-04-14,086,Bruno's Hitmontop 1st Edition,176,103,59
2026-04-14,087,Karen's Rapidash 1st Edition,426,266,118
2026-04-14,088,Karen's Magmar 1st Edition,264,140,82
2026-04-14,089,Karen's Flareon 1st Edition,632,330,208
2026-04-14,090,Karen's Tyranitar-Holo 1st Edition,"1,319",586,342
2026-04-14,091,Karen's Umbreon-Holo 1st Edition,"3,272",906,897
2026-04-14,092,Karen's Houndoom 1st Edition,494,231,181
2026-04-14,093,Rocket's Wobbuffet-Holo 1st Edition,790,295,297
2026-04-14,094,Rocket's Raikou-Holo 1st Edition,"1,054",475,312
2026-04-14,095,Rocket's Entei-Holo 1st Edition,"1,184",364,479
2026-04-14,096,Rocket's Suicune-Holo 1st Edition,"1,107",464,338
2026-04-14,097,Lance's Charizard 1st Edition,"1,994",686,600
2026-04-14,098,Lance's Gyarados 1st Edition,795,343,262
2026-04-14,099,Lance's Aerodactyl 1st Edition,483,211,187
2026-04-14,100,Lance's Dragonite 1st Edition,"1,089",479,377
2026-04-14,101,Lance's Ampharos 1st Edition,481,261,146
2026-04-14,102,Lance's Kingdra 1st Edition,418,198,148
2026-04-14,103,Falkner's TM 01 1st Edition,72,31,29
2026-04-14,104,Falkner's TM 02 1st Edition,53,15,23
2026-04-14,105,Bugsy's TM 01 1st Edition,67,35,25
2026-04-14,106,Bugsy's TM 02 1st Edition,53,21,19
2026-04-14,107,Whitney's TM 01 1st Edition,69,25,30
2026-04-14,108,Whitney's TM 02 1st Edition,63,28,22
2026-04-14,109,Morty's TM 01 1st Edition,51,22,18
2026-04-14,110,Morty's TM 02 1st Edition,55,21,16
2026-04-14,111,Jasmine's TM 01 1st Edition,68,25,30
2026-04-14,112,Jasmine's TM 02 1st Edition,51,23,16
2026-04-14,113,Chuck's TM 01 1st Edition,58,22,19
2026-04-14,114,Chuck's TM 02 1st Edition,58,14,26
2026-04-14,115,Pryce's TM 01 1st Edition,59,24,23
2026-04-14,116,Pryce's TM 02 1st Edition,55,22,17
2026-04-14,117,Clair's TM 01 1st Edition,80,37,29
2026-04-14,118,Clair's TM 02 1st Edition,73,8,38
2026-04-14,119,Janine's TM 01 1st Edition,66,25,25
2026-04-14,120,Janine's TM 02 1st Edition,44,9,22
2026-04-14,121,Will's TM 01 1st Edition,58,23,22
2026-04-14,122,Will's TM 02 1st Edition,47,23,13
2026-04-14,123,Bruno's TM 01 1st Edition,46,17,21
2026-04-14,124,Bruno's TM 02 1st Edition,47,13,15
2026-04-14,125,Karen's TM 01 1st Edition,78,24,42
2026-04-14,126,Karen's TM 02 1st Edition,74,17,35
2026-04-14,127,Rocket's TM 01 1st Edition,45,14,13
2026-04-14,128,Lance's TM 01 1st Edition,72,15,30
2026-04-14,129,Lance's TM 02 1st Edition,64,10,26
2026-04-14,130,Potion 1st Edition,153,76,51
2026-04-14,131,Moo-Moo Milk 1st Edition,151,87,42
2026-04-14,132,Full Heal 1st Edition,128,82,29
2026-04-14,133,Pokemon Reverse 1st Edition,127,67,44
2026-04-14,134,Switch 1st Edition,154,103,39
2026-04-14,135,Warp Point 1st Edition,120,77,33
2026-04-14,136,Super Scoop Up 1st Edition,146,85,46
2026-04-14,137,Energy Flow 1st Edition,133,86,35
2026-04-14,138,Energy Charge 1st Edition,114,74,26
2026-04-14,139,Energy Ark 1st Edition,163,96,47
2026-04-14,140,Energy Restore 1st Edition,124,77,38
2026-04-14,141,Master Ball 1st Edition,161,94,47
2026-04-14,142,Rocket's Tyranitar-Holo 1st Edition,"1,297",432,364
2026-04-14,N/A,Darkness Energy-Holo,989,412,419
2026-04-14,N/A,Fighting Energy,91,54,26
2026-04-14,N/A,Fire Energy,87,62,16
2026-04-14,N/A,Grass Energy,97,61,33
2026-04-14,N/A,Lightning Energy,84,58,17
2026-04-14,N/A,Metal Energy-Holo,742,368,279
2026-04-14,N/A,Psychic Energy,97,63,25
2026-04-14,N/A,Rainbow Energy-Holo,870,308,368
2026-04-14,N/A,Water Energy,88,62,19
2026-04-16,,TOTAL POPULATION,"52,931","24,642","17,303"
2026-04-16,001,Falkner's Pidgeot 1st Edition,284,101,112
2026-04-16,002,Falkner's Fearow 1st Edition,351,135,137
2026-04-16,003,Falkner's Farfetch'd 1st Edition,269,122,116
2026-04-16,004,Falkner's Dodrio 1st Edition,237,124,86
2026-04-16,005,Falkner's Togetic 1st Edition,316,169,111
2026-04-16,006,Falkner's Delibird 1st Edition,281,128,117
2026-04-16,007,Falkner's Skarmory-Holo 1st Edition,680,266,240
2026-04-16,008,Bugsy's Butterfree 1st Edition,197,104,55
2026-04-16,009,Bugsy's Beedrill 1st Edition,192,106,65
2026-04-16,010,Bugsy's Pinsir 1st Edition,194,101,66
2026-04-16,011,Bugsy's Ledian 1st Edition,180,96,69
2026-04-16,012,Bugsy's Yanma 1st Edition,315,175,102
2026-04-16,013,Bugsy's Scizor-Holo 1st Edition,"1,041",317,414
2026-04-16,014,Whitney's Clefable 1st Edition,272,160,82
2026-04-16,015,Whitney's Wigglytuff 1st Edition,289,170,82
2026-04-16,016,Whitney's Persian 1st Edition,260,160,70
2026-04-16,017,Whitney's Lickitung 1st Edition,261,150,78
2026-04-16,018,Whitney's Furret 1st Edition,407,222,141
2026-04-16,019,Whitney's Miltank 1st Edition,256,115,106
2026-04-16,020,Morty's Ninetales 1st Edition,366,193,120
2026-04-16,021,Morty's Gengar 1st Edition,"1,025",413,327
2026-04-16,022,Morty's Hypno 1st Edition,433,269,106
2026-04-16,023,Morty's Marowak 1st Edition,205,117,65
2026-04-16,024,Morty's Noctowl 1st Edition,280,172,76
2026-04-16,025,Morty's Murkrow-Holo 1st Edition,699,305,235
2026-04-16,026,Morty's Misdreavus 1st Edition,252,123,87
2026-04-16,027,Jasmine's Raichu 1st Edition,783,449,231
2026-04-16,028,Jasmine's Magneton 1st Edition,251,126,97
2026-04-16,029,Jasmine's Electabuzz 1st Edition,261,151,81
2026-04-16,030,Jasmine's Jolteon 1st Edition,559,289,168
2026-04-16,031,Jasmine's Ampharos 1st Edition,332,191,104
2026-04-16,032,Jasmine's Steelix-Holo 1st Edition,818,263,360
2026-04-16,033,Chuck's Primeape 1st Edition,170,112,38
2026-04-16,034,Chuck's Poliwrath 1st Edition,199,121,50
2026-04-16,035,Chuck's Rhydon 1st Edition,184,114,51
2026-04-16,036,Chuck's Tauros 1st Edition,262,163,73
2026-04-16,037,Chuck's Granbull 1st Edition,240,157,65
2026-04-16,038,Chuck's Donphan 1st Edition,362,214,110
2026-04-16,039,Pryce's Dewgong 1st Edition,239,128,87
2026-04-16,040,Pryce's Cloyster 1st Edition,408,249,111
2026-04-16,041,Pryce's Lapras,172,48,60
2026-04-16,041,Pryce's Lapras 1st Edition,293,157,95
2026-04-16,042,Pryce's Articuno 1st Edition,414,223,126
2026-04-16,043,Pryce's Sneasel-Holo 1st Edition,663,338,161
2026-04-16,044,Pryce's Piloswine 1st Edition,184,96,71
2026-04-16,045,Pryce's Delibird 1st Edition,204,99,76
2026-04-16,046,Clair's Blastoise 1st Edition,706,318,247
2026-04-16,047,Clair's Jynx 1st Edition,217,114,74
2026-04-16,048,Clair's Gyarados 1st Edition,499,244,165
2026-04-16,049,Clair's Dragonite 1st Edition,940,399,340
2026-04-16,050,Clair's Politoed 1st Edition,223,127,69
2026-04-16,051,Clair's Mantine 1st Edition,383,216,125
2026-04-16,052,Clair's Kingdra 1st Edition,209,109,68
2026-04-16,053,LT. Surge's Raichu 1st Edition,484,242,159
2026-04-16,054,LT. Surge's Lanturn 1st Edition,200,93,85
2026-04-16,055,Sabrina's Xatu 1st Edition,194,101,72
2026-04-16,056,Sabrina's Espeon 1st Edition,760,366,239
2026-04-16,057,Misty's Lapras 1st Edition,332,173,106
2026-04-16,058,Misty's Quagsire 1st Edition,237,134,74
2026-04-16,059,Erika's Bellossom 1st Edition,193,107,63
2026-04-16,060,Erika's Jumpluff 1st Edition,176,99,57
2026-04-16,061,Janine's Beedrill 1st Edition,377,232,113
2026-04-16,062,Janine's Arbok 1st Edition,179,97,56
2026-04-16,063,Janine's Venomoth 1st Edition,174,101,57
2026-04-16,064,Janine's Weezing 1st Edition,163,92,51
2026-04-16,065,Janine's Ariados 1st Edition,167,85,63
2026-04-16,066,Janine's Crobat 1st Edition,219,130,72
2026-04-16,067,Janine's Shuckle 1st Edition,207,129,56
2026-04-16,068,Brock's Omastar 1st Edition,190,110,58
2026-04-16,069,Brock's Kabutops 1st Edition,209,113,63
2026-04-16,070,Blaine's Typhlosion 1st Edition,541,253,180
2026-04-16,071,Blaine's Magcargo 1st Edition,229,129,68
2026-04-16,072,Will's Slowbro 1st Edition,281,170,82
2026-04-16,073,Will's Exeggutor 1st Edition,190,125,52
2026-04-16,074,Will's Jynx 1st Edition,234,144,73
2026-04-16,075,Will's Xatu 1st Edition,162,109,40
2026-04-16,076,Will's Espeon 1st Edition,573,274,197
2026-04-16,077,Will's Slowking 1st Edition,278,153,86
2026-04-16,078,Will's Girafarig 1st Edition,324,225,79
2026-04-16,079,Koga's Crobat 1st Edition,220,127,67
2026-04-16,080,Koga's Forretress 1st Edition,169,100,47
2026-04-16,081,Bruno's Machamp 1st Edition,210,117,64
2026-04-16,082,Bruno's Hitmonlee 1st Edition,183,105,53
2026-04-16,083,Bruno's Hitmonchan 1st Edition,409,258,119
2026-04-16,084,Bruno's Steelix-Holo 1st Edition,721,256,275
2026-04-16,085,Bruno's Ursaring 1st Edition,261,169,75
2026-04-16,086,Bruno's Hitmontop 1st Edition,177,103,60
2026-04-16,087,Karen's Rapidash 1st Edition,428,267,119
2026-04-16,088,Karen's Magmar 1st Edition,265,140,83
2026-04-16,089,Karen's Flareon 1st Edition,632,330,208
2026-04-16,090,Karen's Tyranitar-Holo 1st Edition,"1,321",586,342
2026-04-16,091,Karen's Umbreon-Holo 1st Edition,"3,281",906,903
2026-04-16,092,Karen's Houndoom 1st Edition,495,232,181
2026-04-16,093,Rocket's Wobbuffet-Holo 1st Edition,793,297,297
2026-04-16,094,Rocket's Raikou-Holo 1st Edition,"1,054",475,312
2026-04-16,095,Rocket's Entei-Holo 1st Edition,"1,185",364,479
2026-04-16,096,Rocket's Suicune-Holo 1st Edition,"1,106",464,337
2026-04-16,097,Lance's Charizard 1st Edition,"2,000",688,602
2026-04-16,098,Lance's Gyarados 1st Edition,801,346,262
2026-04-16,099,Lance's Aerodactyl 1st Edition,483,211,187
2026-04-16,100,Lance's Dragonite 1st Edition,"1,093",480,377
2026-04-16,101,Lance's Ampharos 1st Edition,482,261,146
2026-04-16,102,Lance's Kingdra 1st Edition,421,198,149
2026-04-16,103,Falkner's TM 01 1st Edition,72,31,29
2026-04-16,104,Falkner's TM 02 1st Edition,53,15,23
2026-04-16,105,Bugsy's TM 01 1st Edition,67,35,25
2026-04-16,106,Bugsy's TM 02 1st Edition,53,21,19
2026-04-16,107,Whitney's TM 01 1st Edition,69,25,30
2026-04-16,108,Whitney's TM 02 1st Edition,63,28,22
2026-04-16,109,Morty's TM 01 1st Edition,51,22,18
2026-04-16,110,Morty's TM 02 1st Edition,55,21,16
2026-04-16,111,Jasmine's TM 01 1st Edition,68,25,30
2026-04-16,112,Jasmine's TM 02 1st Edition,51,23,16
2026-04-16,113,Chuck's TM 01 1st Edition,58,22,19
2026-04-16,114,Chuck's TM 02 1st Edition,58,14,26
2026-04-16,115,Pryce's TM 01 1st Edition,59,24,23
2026-04-16,116,Pryce's TM 02 1st Edition,55,22,17
2026-04-16,117,Clair's TM 01 1st Edition,81,37,29
2026-04-16,118,Clair's TM 02 1st Edition,74,8,38
2026-04-16,119,Janine's TM 01 1st Edition,66,25,25
2026-04-16,120,Janine's TM 02 1st Edition,44,9,22
2026-04-16,121,Will's TM 01 1st Edition,58,23,22
2026-04-16,122,Will's TM 02 1st Edition,47,23,13
2026-04-16,123,Bruno's TM 01 1st Edition,47,17,21
2026-04-16,124,Bruno's TM 02 1st Edition,47,13,15
2026-04-16,125,Karen's TM 01 1st Edition,78,24,42
